ime,chars,unicode
"min","泯","6CEF"
"thay","泰","6CF0"
"ang","泱","6CF1"
"yeng","泳","6CF3"
"hoy","洄","6D04"
"in","洇","6D07"
"chen","洊","6D0A"
"yang","洋","6D0B"
"lyel","洌","6D0C"
"po","洑","6D11"
"sey","洒","6D12"
"sey","洗","6D17"
"sen","洗","6D17"
"swu","洙","6D19"
"lak","洛","6D1B"
"tong","洞","6D1E"
"thong","洞","6D1E"
"i","洟","6D1F"
"cin","津","6D25"
"yu","洧","6D27"
"sel","洩","6D29"
"yey","洩","6D29"
"hong","洪","6D2A"
"hyek","洫","6D2B"
"sok","洬","6D2C"
"to","洮","6D2E"
"cwu","洲","6D32"
"hyen","洵","6D35"
"swun","洵","6D35"
"hyung","洶","6D36"
"kwang","洸","6D38"
"wen","洹","6D39"
"myeng","洺","6D3A"
"kwal","活","6D3B"
"hwal","活","6D3B"
"wa","洼","6D3C"
"hup","洽","6D3D"
"pha","派","6D3E"
"lyu","流","6D41"
"cel","浙","6D59"
"cwun","浚","6D5A"
"pal","浡","6D61"
"wan","浣","6D63"
"koyng","浤","6D64"
"up","浥","6D65"
"pho","浦","6D66"
"yeng","浧","6D67"
"ho","浩","6D69"
"lang","浪","6D6A"
"li","浬","6D6C"
"pwu","浮","6D6E"
"yok","浴","6D74"
"hay","海","6D77"
"chim","浸","6D78"
"hyep","浹","6D79"
"phay","浿","6D7F"
"to","涂","6D82"
"nal","涅","6D85"
"nyel","涅","6D85"
"kyeng","涇","6D87"
"so","消","6D88"
"sep","涉","6D89"
"yong","涌","6D8C"
"hyo","涍","6D8D"
"yen","涎","6D8E"
"so","涑","6D91"
"yen","涓","6D93"
"cam","涔","6D94"
"chey","涕","6D95"
"pwu","涪","6DAA"
"kwan","涫","6DAB"
"ay","涯","6DAF"
"uy","涯","6DAF"
"ayk","液","6DB2"
"wan","涴","6DB4"
"ham","涵","6DB5"
"tong","涷","6DB7"
"hwu","涸","6DB8"
"hak","涸","6DB8"
"lyang","涼","6DBC"
"thak","涿","6DBF"
"ceng","淀","6DC0"
"chi","淄","6DC4"
"sek","淅","6DC5"
"hyo","淆","6DC6"
"ki","淇","6DC7"
"kwul","淈","6DC8"
"lim","淋","6DCB"
"ho","淏","6DCF"
"swuk","淑","6DD1"
"che","淒","6DD2"
"nyo","淖","6DD6"
"to","淘","6DD8"
"cong","淙","6DD9"
"lwu","淚","6DDA"
"pi","淝","6DDD"
"song","淞","6DDE"
"pi","淠","6DE0"
"tam","淡","6DE1"
"yek","淢","6DE2"
"e","淤","6DE4"
"lok","淥","6DE5"
"kem","淦","6DE6"
"ceng","淨","6DE8"
"lyun","淪","6DEA"
"non","淪","6DEA"
"um","淫","6DEB"
"swi","淬","6DEC"
"hoy","淮","6DEE"
"sim","深","6DF1"
"swun","淳","6DF3"
"yen","淵","6DF5"
"lay","淶","6DF6"
"hon","混","6DF7"
"kon","混","6DF7"
"em","淹","6DF9"
"chen","淺","6DFA"
"chem","添","6DFB"
"myo","淼","6DFC"
"cheng","清","6E05"
"hwan","渙","6E19"
"ce","渚","6E1A"
"kam","減","6E1B"
"thwu","渝","6E1D"
"ceng","渟","6E1F"
"ke","渠","6E20"
"to","渡","6E21"
"sa","渣","6E23"
"pal","渤","6E24"
"ak","渥","6E25"
"wa","渦","6E26"
"woy","渨","6E28"
"sel","渫","6E2B"
"cep","渫","6E2B"
"chuk","測","6E2C"
"wi","渭","6E2D"
"hang","港","6E2F"
"sen","渲","6E32"
"kal","渴","6E34"
"kel","渴","6E34"
"yeng","渶","6E36"
"yu","游","6E38"
"myo","渺","6E3A"
"mi","渼","6E3C"
"cay","渽","6E3D"
"hon","渾","6E3E"
"pay","湃","6E43"
"mi","湄","6E44"
"lyen","湅","6E45"
"cwu","湊","6E4A"
"tan","湍","6E4D"
"myen","湎","6E4E"
"se","湑","6E51"
"pwun","湓","6E53"
"cen","湔","6E54"
"ho","湖","6E56"
"sang","湘","6E58"
"tam","湛","6E5B"
"chim","湛","6E5B"
"sik","湜","6E5C"
"ceng","湞","6E5E"
"hwang","湟","6E5F"
"min","湣","6E63"
"yong","湧","6E67"
"chwu","湫","6E6B"
"in","湮","6E6E"
"thang","湯","6E6F"
"sang","湯","6E6F"
"wen","湲","6E72"
"hwan","湲","6E72"
"nam","湳","6E73"
"kay","溉","6E89"
"tang","溏","6E8F"
"wen","源","6E90"
"cel","準","6E96"
"cwun","準","6E96"
"hap","溘","6E98"
"lyu","溜","6E9C"
"kwu","溝","6E9D"
"myeng","溟","6E9F"
"il","溢","6EA2"
"pwu","溥","6EA5"
"pak","溥","6EA5"
"lyul","溧","6EA7"
"kyey","溪","6EAA"
"on","溫","6EAB"
"sak","溯","6EAF"
"so","溯","6EAF"
"cin","溱","6EB1"
"swu","溲","6EB2"
"yong","溶","6EB6"
"hon","溷","6EB7"
"nyo","溺","6EBA"
"nik","溺","6EBA"
"yok","溽","6EBD"
"ce","滁","6EC1"
"pang","滂","6EC2"
"ong","滃","6EC3"
"chang","滄","6EC4"
"myel","滅","6EC5"
"ho","滈","6EC8"
"hwang","滉","6EC9"
"ca","滋","6ECB"
"chek","滌","6ECC"
"hyeng","滎","6ECE"
"hwal","滑","6ED1"
"kol","滑","6ED1"
"cay","滓","6ED3"
"to","滔","6ED4"
"tung","滕","6ED5"
"ho","滬","6EEC"
"phil","滭","6EED"
"chey","滯","6EEF"
"cham","滲","6EF2"
"cek","滴","6EF4"
"mil","滵","6EF5"
"lo","滷","6EF7"
"ho","滸","6EF8"
"kon","滾","6EFE"
"man","滿","6EFF"
"e","漁","6F01"
"phyo","漂","6F02"
"chil","漆","6F06"
"lok","漉","6F09"
"lwu","漏","6F0F"
"li","漓","6F13"
"yen","演","6F14"
"co","漕","6F15"
"tan","漙","6F19"
"kwu","漚","6F1A"
"mak","漠","6F20"
"han","漢","6F22"
"lyen","漣","6F23"
"uy","漪","6F2A"
"man","漫","6F2B"
"ci","漬","6F2C"
"mang","漭","6F2D"
"pwul","漰","6F30"
"swu","漱","6F31"
"chang","漲","6F32"
"cang","漳","6F33"
"cem","漸","6F38"
"cham","漸","6F38"
"choy","漼","6F3C"
"yang","漾","6F3E"
"cang","漿","6F3F"
"yeng","潁","6F41"
"yul","潏","6F4F"
"pal","潑","6F51"
"kyel","潔","6F54"
"cip","潗","6F57"
"pan","潘","6F58"
"pen","潘","6F58"
"swu","潚","6F5A"
"cam","潛","6F5B"
"hup","潝","6F5D"
"lo","潞","6F5E"
"sek","潟","6F5F"
"ton","潡","6F61"
"hwang","潢","6F62"
"lyun","潤","6F64"
"lyo","潦","6F66"
"tam","潭","6F6D"
"co","潮","6F6E"
"sim","潯","6F6F"
"kwey","潰","6F70"
"san","潸","6F78"
"can","潺","6F7A"
"tong","潼","6F7C"
"po","潽","6F7D"
"lin","潾","6F7E"
"cing","澂","6F82"
"cing","澄","6F84"
"yo","澆","6F86"
"chel","澈","6F88"
"kem","澉","6F89"
"hoyng","澋","6F8B"
"si","澌","6F8C"
"cwu","澍","6F8D"
"phayng","澎","6F8E"
"wun","澐","6F90"
"hong","澒","6F92"
"ho","澔","6F94"
"co","澡","6FA1"
"han","澣","6FA3"
"sek","澤","6FA4"
"thayk","澤","6FA4"
"lyey","澧","6FA7"
"se","澨","6FA8"
"hoy","澮","6FAE"
"chan","澯","6FAF"
"cen","澱","6FB1"
"ok","澳","6FB3"
"o","澳","6FB3"
"cen","澶","6FB6"
"tam","澹","6FB9"
"kyek","激","6FC0"
"thak","濁","6FC1"
"lyem","濂","6FC2"
"nong","濃","6FC3"
"pwun","濆","6FC6"
"sayk","濇","6FC7"
"swu","濉","6FC9"
"yey","濊","6FCA"
"sup","濕","6FD5"
"nyeng","濘","6FD8"
"mong","濛","6FDB"
"pi","濞","6FDE"
"cey","濟","6FDF"
"ho","濠","6FE0"
"yu","濡","6FE1"
"to","濤","6FE4"
"ho","濩","6FE9"
"lam","濫","6FEB"
"ham","濫","6FEB"
"cwun","濬","6FEC"
"pok","濮","6FEE"
"thak","濯","6FEF"
"pin","濱","6FF1"
"yeng","濴","6FF4"
"chen","濺","6FFA"
"lye","濾","6FFE"
"yang","瀁","7001"
"hyeng","瀅","7005"
"tok","瀆","7006"
"wang","瀇","7007"
"sa","瀉","7009"
"sin","瀋","700B"
"lyu","瀏","700F"
"phok","瀑","7011"
"pho","瀑","7011"
"pin","瀕","7015"
"lo","瀘","7018"
"han","瀚","701A"
"yeng","瀛","701B"
"yung","瀜","701C"
"lyek","瀝","701D"
"so","瀟","701F"
"hay","瀣","7023"
"ce","瀦","7026"
"lyong","瀧","7027"
"loy","瀨","7028"
"yeng","瀯","702F"
"mi","瀰","7030"
"lyem","瀲","7032"
"ik","瀷","7037"
"chem","瀸","7038"
"yang","瀼","703C"
"lan","瀾","703E"
"sep","灄","7044"
"kwan","灌","704C"
"say","灑","7051"
"sway","灑","7051"
"than","灘","7058"
"ho","灝","705D"
"pha","灞","705E"
"man","灣","7063"
"yem","灩","7069"
"hwa","火","706B"
"hoy","灰","7070"
"kwu","灸","7078"
"sa","灼","707C"
"cak","灼","707C"
"cay","災","707D"
"kyeng","炅","7085"
"mwun","炆","7086"
"chwi","炊","708A"
"yem","炎","708E"
"cho","炒","7092"
"hang","炕","7095"
"hun","炘","7098"
"ca","炙","7099"
"cek","炙","7099"
"kwang","炚","709A"
"ceng","炡","70A1"
"co","炤","70A4"
"so","炤","70A4"
"hyen","炫","70AB"
"ke","炬","70AC"
"than","炭","70AD"
"pho","炮","70AE"
"hyeng","炯","70AF"
"pho","炰","70B0"
"pyeng","炳","70B3"
"tong","炵","70B5"
"cwu","炷","70B7"
"cak","炸","70B8"
"wi","為","70BA"
"lyel","烈","70C8"
"yang","烊","70CA"
"hyu","烋","70CB"
"hyo","烋","70CB"
"o","烏","70CF"
"kyey","烓","70D3"
"hong","烘","70D8"
"lak","烙","70D9"
"hwen","烜","70DC"
"cung","烝","70DD"
"phayng","烹","70F9"
"pong","烽","70FD"
"hwun","焄","7104"
"en","焉","7109"
"cwun","焌","710C"
"pay","焙","7119"
"pwun","焚","711A"
"hon","焜","711C"
"ton","焞","711E"
"swi","焠","7120"
"mwu","無","7121"
"cho","焦","7126"
"hun","焮","712E"
"cak","焯","712F"
"yen","焰","7130"
"hyek","焱","7131"
"yen","然","7136"
"ha","煆","7146"
"hwi","煇","7147"
"hwun","煇","7147"
"lyen","煉","7149"
"hwang","煌","714C"
"cen","煎","714E"
"yeng","煐","7150"
"wi","煒","7152"
"nan","煖","7156"
"in","煙","7159"
"yen","煙","7159"
"up","煜","715C"
"wuk","煜","715C"
"sal","煞","715E"
"kyeng","煢","7162"
"may","煤","7164"
"hwan","煥","7165"
"hwu","煦","7166"
"co","照","7167"
"woy","煨","7168"
"pen","煩","7169"
"yang","煬","716C"
"ca","煮","716E"
"sen","煽","717D"
"yep","熀","7180"
"sik","熄","7184"
"on","熅","7185"
"hyo","熇","7187"
"hok","熇","7187"
"wun","熉","7189"
"wung","熊","718A"
"hwun","熏","718F"
"hyeng","熒","7192"
"yong","熔","7194"
"huy","熙","7199"
"phyo","熛","719B"
"swuk","熟","719F"
"sup","熠","71A0"
"ik","熤","71A4"
"wi","熨","71A8"
"o","熬","71AC"
"sen","熯","71AF"
"yel","熱","71B1"
"kyeng","熲","71B2"
"huy","熹","71B9"
"chi","熾","71BE"
"yep","燁","71C1"
"yen","燃","71C3"
"tung","燈","71C8"
"ton","燉","71C9"
"cho","燋","71CB"
"lyo","燎","71CE"
"lin","燐","71D0"
"so","燒","71D2"
"pen","燔","71D4"
"yen","燕","71D5"
"sim","燖","71D6"
"thang","燙","71D9"
"yeng","營","71DF"
"hyeng","營","71DF"
"wuk","燠","71E0"
"co","燥","71E5"
"chan","燦","71E6"
"swu","燧","71E7"
"hwey","燬","71EC"
"chok","燭","71ED"
"sep","燮","71EE"
"huy","燹","71F9"
"hwun","燻","71FB"
"sin","燼","71FC"
"to","燾","71FE"
"yo","燿","71FF"
"phok","爆","7206"
"pak","爆","7206"
"sel","爇","7207"
"kwang","爌","720C"
"sak","爍","720D"
"lo","爐","7210"
"huy","爔","7214"
"yak","爚","721A"
"lan","爛","721B"
"kwan","爟","721F"
"chan","爨","7228"
"co","爪","722A"
"pha","爬","722C"
"cayng","爭","722D"
"wen","爰","7230"
"cak","爵","7235"
"po","父","7236"
"pwu","父","7236"
"pha","爸","7238"
"ta","爹","7239"
"ya","爺","723A"
"hyo","爻","723B"
"sang","爽","723D"
"i","爾","723E"
"cang","牂","7242"
"cang","牆","7246"
"phyen","片","7247"
"phan","版","7248"
"cen","牋","724B"
"pay","牌","724C"
"phay","牌","724C"
"chep","牒","7252"
"pang","牓","7253"
"yu","牖","7256"
"tok","牘","7258"
"a","牙","7259"
"thayng","牚","725A"
"wu","牛","725B"
"pin","牝","725D"
"mo","牟","725F"
"mo","牡","7261"
"lo","牢","7262"
"loy","牢","7262"
"mok","牧","7267"
"mwul","物","7269"
"ko","牯","726F"
"sayng","牲","7272"
"ce","牴","7274"
"ca","牸","7278"
"thuk","特","7279"
"kyen","牽","727D"
"se","犀","7280"
"li","犁","7281"
"ken","犍","728D"
"ho","犒","7292"
"lak","犖","7296"
"tok","犢","72A2"
"sa","犧","72A7"
"huy","犧","72A7"
"kyen","犬","72AC"
"pem","犯","72AF"
"an","犴","72B4"
"hil","犵","72B5"
"sang","狀","72C0"
"cang","狀","72C0"
"kwang","狂","72C2"
"cek","狄","72C4"
"pi","狉","72C9"
"ap","狎","72CE"
"ho","狐","72D0"
"pi","狒","72D2"
"kwu","狗","72D7"
"ce","狙","72D9"
"che","狙","72D9"
"kyo","狡","72E1"
"yung","狨","72E8"
"swu","狩","72E9"
"phyey","狴","72F4"
"kyen","狷","72F7"
"li","狸","72F8"
"hyep","狹","72F9"
"un","狺","72FA"
"san","狻","72FB"
"lang","狼","72FC"
"phay","狽","72FD"
"yey","猊","730A"
"kwa","猓","7313"
"chang","猖","7316"
"a","猗","7317"
"uy","猗","7317"
"cey","猘","7318"
"cayng","猙","7319"
"mayng","猛","731B"
"si","猜","731C"
"col","猝","731D"
"ho","猢","7322"
"oy","猥","7325"
"wa","猧","7327"
"seng","猩","7329"
"no","猱","7331"
"hwu","猴","7334"
"yu","猶","7336"
"yu","猷","7337"
"hwal","猾","733E"
"wen","猿","733F"
"ay","獃","7343"
"ok","獄","7344"
"sa","獅","7345"
"cang","獐","7350"
"o","獒","7352"
"kwel","獗","7357"
"phyey","獘","7358"
"lyo","獠","7360"
"tok","獨","7368"
"yey","獩","7369"
"khway","獪","736A"
"hoy","獪","736A"
"hem","獫","736B"
"hay","獬","736C"
"hwun","獯","736F"
"yeng","獰","7370"
"hoyk","獲","7372"
"hwak","獲","7372"
"lyep","獵","7375"
"kwang","獷","7377"
"swu","獸","7378"
"chal","獺","737A"
"tal","獺","737A"
"sa","獻","737B"
"hen","獻","737B"
"mi","獼","737C"
"hem","玁","7381"
"hyen","玄","7384"
"ca","玆","7386"
"lyul","率","7387"
"sol","率","7387"
"lo","玈","7388"
"ok","玉","7389"
"wang","王","738B"
"ceng","玎","738E"
"chen","玔","7394"
"kan","玕","7395"
"kwu","玖","7396"
"wu","玗","7397"
"min","玟","739F"
"kay","玠","73A0"
"kyel","玦","73A6"
"kak","玨","73A8"
"kok","玨","73A8"
"wan","玩","73A9"
"may","玫","73AB"
"pin","玭","73AD"
"lyeng","玲","73B2"
"tay","玳","73B3"
"cem","玷","73B7"
"hyeng","玹","73B9"
"pha","玻","73BB"
"pak","珀","73C0"
"ka","珂","73C2"
"i","珆","73C6"
"ka","珈","73C8"
"san","珊","73CA"
"phil","珌","73CC"
"cin","珍","73CD"
"cin","珒","73D2"
"kwang","珖","73D6"
"kong","珙","73D9"
"hwu","珝","73DD"
"lak","珞","73DE"
"cwu","珠","73E0"
"swun","珣","73E3"
"i","珥","73E5"
"hyeng","珩","73E9"
"kyu","珪","73EA"
"chwung","珫","73EB"
"pan","班","73ED"
"phay","珮","73EE"
"ceng","珵","73F5"
"ceng","珽","73FD"
"hyen","現","73FE"
"sen","琁","7401"
"kwu","球","7403"
"hyen","琄","7404"
"lang","琅","7405"
"li","理","7406"
"swu","琇","7407"
"lyu","琉","7409"
"chim","琛","741B"
"cen","琠","7420"
"swu","琡","7421"
"thak","琢","7422"
"cayng","琤","7424"
"ho","琥","7425"
"ki","琦","7426"
"kon","琨","7428"
"ki","琪","742A"
"pong","琫","742B"
"wan","琬","742C"
"cong","琮","742E"
"kwan","琯","742F"
"yem","琰","7430"
"pay","琲","7432"
"lim","琳","7433"
"kum","琴","7434"
"pi","琵","7435"
"pha","琶","7436"
"pep","琺","743A"
"hun","琿","743F"
"wu","瑀","7440"
"mo","瑁","7441"
"sen","瑄","7444"
"seng","瑆","7446"
"wi","瑋","744B"
"hay","瑎","744E"
"ha","瑕","7455"
"wen","瑗","7457"
"no","瑙","7459"
"ho","瑚","745A"
"yeng","瑛","745B"
"yu","瑜","745C"
"se","瑞","745E"
"sul","瑟","745F"
"yong","瑢","7462"
"sway","瑣","7463"
"yo","瑤","7464"
"hyeng","瑩","7469"
"yeng","瑩","7469"
"ma","瑪","746A"
"tang","瑭","746D"
"lang","瑯","746F"
"koy","瑰","7470"
"cen","瑱","7471"
"chang","瑲","7472"
"cha","瑳","7473"
"cong","瑽","747D"
"kun","瑾","747E"
"choy","璀","7480"
"li","璃","7483"
"kwu","璆","7486"
"sen","璇","7487"
"lyen","璉","7489"
"mwun","璊","748A"
"cang","璋","748B"
"lin","璘","7498"
"hwang","璜","749C"
"pak","璞","749E"
"kyeng","璟","749F"
"cin","璡","74A1"
"ki","璣","74A3"
"kyeng","璥","74A5"
"pyek","璧","74A7"
"chan","璨","74A8"
"co","璪","74AA"
"tang","璫","74AB"
"hwan","環","74B0"
"swu","璲","74B2"
"ye","璵","74B5"
"say","璽","74BD"
"sen","璿","74BF"
"kyeng","瓊","74CA"
"lyong","瓏","74CF"
"yeng","瓔","74D4"
"kwan","瓘","74D8"
"chan","瓚","74DA"
"hwan","瓛","74DB"
"kwa","瓜","74DC"
"ho","瓠","74E0"
"phyo","瓢","74E2"
"phan","瓣","74E3"
"wa","瓦","74E6"
"chen","瓩","74E9"
"ong","瓮","74EE"
"pyeng","瓶","74F6"
"ca","瓷","74F7"
"chwu","甃","7503"
"cin","甄","7504"
"kyen","甄","7504"
"kwu","甌","750C"
"meng","甍","750D"
"cung","甑","7511"
"pyek","甓","7513"
"ong","甕","7515"
"kam","甘","7518"
"sim","甚","751A"
"chem","甜","751C"
"sayng","生","751F"
"san","產","7522"
"sayng","甥","7525"
"so","甦","7526"
"yong","用","7528"
"po","甫","752B"
"yong","甬","752C"
"nyeng","甯","752F"
"cen","田","7530"
"yu","由","7531"
"kap","甲","7532"
"sin","申","7533"
"nam","男","7537"
"sung","甸","7538"
"cen","甸","7538"
"ceng","町","753A"
"kyen","甽","753D"
"meng","甿","753F"
"pi","畀","7540"
"kyun","畇","7547"
"cen","畋","754B"
"kyey","界","754C"
"kyen","畎","754E"
"oy","畏","754F"
"pan","畔","7554"
"lyu","留","7559"
"pwun","畚","755A"
"cin","畛","755B"
"chwuk","畜","755C"
"hyuk","畜","755C"
"mwu","畝","755D"
"phil","畢","7562"
"chi","畤","7564"
"lyak","略","7565"
"hyu","畦","7566"
"pan","番","756A"
"pen","番","756A"
"hwa","畫","756B"
"hoyk","畫","756B"
"cwun","畯","756F"
"i","異","7570"
"tang","當","7576"
"ki","畸","7578"
"ki","畿","757F"
"kang","疆","7586"
"cwu","疇","7587"
"chep","疊","758A"
"phil","疋","758B"
"so","疋","758B"
"so","疏","758F"
"uy","疑","7591"
"ung","疑","7591"
"ceng","疔","7594"
"hul","疙","7599"
"kwu","疚","759A"
"san","疝","759D"
"yu","疣","75A3"
"pha","疤","75A4"
"kay","疥","75A5"
"yek","疫","75AB"
"phi","疲","75B2"
"kam","疳","75B3"
"ca","疵","75B5"
"tal","疸","75B8"
"cin","疹","75B9"
"tong","疼","75BC"
"ce","疽","75BD"
"cil","疾","75BE"
"kwu","痀","75C0"
"ka","痂","75C2"
"pyeng","病","75C5"
"cung","症","75C7"
"cen","痊","75CA"
"i","痍","75CD"
"hay","痎","75CE"
"yang","痒","75D2"
"chi","痔","75D4"
"hun","痕","75D5"
"twu","痘","75D8"
"kyeng","痙","75D9"
"thong","痛","75DB"
"pi","痞","75DE"
"li","痢","75E2"
"ci","痣","75E3"
"cwa","痤","75E4"
"sa","痧","75E7"
"tam","痰","75F0"
"ma","痲","75F2"
"lim","痳","75F3"
"chi","痴","75F4"
"pi","痹","75F9"
"pi","痺","75FA"
"ko","痼","75FC"
"wi","痿","75FF"
"e","瘀","7600"
"chwi","瘁","7601"
"kyey","瘈","7608"
"yu","瘉","7609"
"phwung","瘋","760B"
"yang","瘍","760D"
"yu","瘐","7610"
"ha","瘕","7615"
"so","瘙","7619"
"on","瘟","761F"
"chek","瘠","7620"
"chang","瘡","7621"
"pan","瘢","7622"
"lyu","瘤","7624"
"swu","瘦","7626"
"hak","瘧","7627"
"cok","瘯","762F"
"la","瘰","7630"
"chwu","瘳","7633"
"cang","瘴","7634"
"lyo","療","7642"
"lyung","癃","7643"
"lo","癆","7646"
"phyey","癈","7648"
"tan","癉","7649"
"am","癌","764C"
"yu","癒","7652"
"pyek","癖","7656"
"lye","癘","7658"
"cen","癜","765C"
"chi","癡","7661"
"yang","癢","7662"
"cel","癤","7664"
"cing","癥","7665"
"la","癩","7669"
"sen","癬","766C"
"yeng","癭","766D"
"un","癮","766E"
"yong","癰","7670"
"than","癱","7671"
"cen","癲","7672"
"kyey","癸","7678"
"tung","登","767B"
"pal","發","767C"
"payk","白","767D"
"pay","白","767D"
"payk","百","767E"
"mayk","百","767E"
"co","皁","7681"
"cek","的","7684"
"kay","皆","7686"
"hwang","皇","7687"
"wang","皇","7687"
"ko","皋","768B"
"kyo","皎","768E"
"ho","皓","7693"
"hwan","皖","7696"
"ay","皚","769A"
"hyo","皛","769B"
"ho","皜","769C"
"ho","皞","769E"
"pha","皤","76A4"
"phi","皮","76AE"
"cwun","皴","76B4"
"kwun","皸","76B8"
"chwu","皺","76BA"
"myeng","皿","76BF"
"wu","盂","76C2"
"pay","盃","76C3"
"pwun","盆","76C6"
"yeng","盈","76C8"
"ik","益","76CA"
"hap","盍","76CD"
"ang","盎","76CE"
"hap","盒","76D2"
"hoy","盔","76D4"
"seng","盛","76DB"
"to","盜","76DC"
"can","盞","76DE"
"mayng","盟","76DF"
"cin","盡","76E1"
"kam","監","76E3"
"pan","盤","76E4"
"kwan","盥","76E5"
"lo","盧","76E7"
"thang","盪","76EA"
"ko","盬","76EC"
"mok","目","76EE"
"yu","盱","76F1"
"mayng","盲","76F2"
"cik","直","76F4"
"sang","相","76F8"
"swun","盹","76F9"
"hyey","盻","76FB"
"pan","盼","76FC"
"swun","盾","76FE"
"ton","盾","76FE"
"seng","省","7701"
"sayng","省","7701"
"myen","眄","7704"
"myo","眇","7707"
"tham","眈","7708"
"mi","眉","7709"
"mo","眊","770A"
"kan","看","770B"
"sayng","眚","771A"
"may","眛","771B"
"myen","眠","7720"
"ca","眥","7725"
"cap","眨","7728"
"hyen","眩","7729"
"hwan","眩","7729"
"swun","眴","7734"
"kwen","眷","7737"
"mo","眸","7738"
"co","眺","773A"
"yang","眻","773B"
"an","眼","773C"
"cwung","眾","773E"
"hwan","睆","7746"
"cey","睇","7747"
"hyen","睍","774D"
"sem","睒","7752"
"ay","睚","775A"
"ceng","睛","775B"
"swu","睟","775F"
"kwen","睠","7760"
"swu","睡","7761"
"swu","睢","7762"
"tok","督","7763"
"pi","睥","7765"
"mok","睦","7766"
"yey","睨","7768"
"chep","睫","776B"
"chay","睬","776C"
"to","睹","7779"
"kyu","睽","777D"
"ko","睾","777E"
"yey","睿","777F"
"cin","瞋","778B"
"swu","瞍","778D"
"hal","瞎","778E"
"myen","瞑","7791"
"myeng","瞑","7791"
"mak","瞙","7799"
"man","瞞","779E"
"cayng","瞠","77A0"
"tang","瞠","77A0"
"mong","瞢","77A2"
"pyel","瞥","77A5"
"cing","瞪","77AA"
"swun","瞬","77AC"
"lyo","瞭","77AD"
"kam","瞰","77B0"
"tong","瞳","77B3"
"chem","瞻","77BB"
"kem","瞼","77BC"
"ko","瞽","77BD"
"kwu","瞿","77BF"
"mong","矇","77C7"
"pin","矉","77C9"
"hwak","矍","77CD"
"chok","矗","77D7"
"kem","矙","77D9"
"chok","矚","77DA"
"mo","矛","77DB"
"kun","矜","77DC"
"kung","矜","77DC"
"yul","矞","77DE"
"si","矢","77E2"
"uy","矣","77E3"
"ci","知","77E5"
"sin","矧","77E7"
"kwu","矩","77E9"
"tan","短","77ED"
"way","矮","77EE"
"kyo","矯","77EF"
"cung","矰","77F0"
"sek","石","77F3"
"thak","矺","77FA"
"kol","矻","77FB"
"kang","矼","77FC"
"sek","矽","77FD"
"sa","砂","7802"
"chey","砌","780C"
"pwun","砏","780F"
"a","砑","7811"
"pi","砒","7812"
"yen","研","7814"
"la","砢","7822"
"ci","砥","7825"
"chay","砦","7826"
"chim","砧","7827"
"lip","砬","782C"
"phyem","砭","782D"
"phayng","砰","7830"
"pho","砲","7832"
"pha","破","7834"
"cwu","硃","7843"
"kyu","硅","7845"
"kayng","硜","785C"
"cho","硝","785D"
"lang","硠","7860"
"cha","硨","7868"
"lyu","硫","786B"
"kyeng","硬","786C"
"hak","确","786E"
"yen","硯","786F"
"phyeng","硼","787C"
"pwung","硼","787C"
"ceng","碇","7887"
"lok","碌","788C"
"sway","碎","788E"
"cak","碏","788F"
"pi","碑","7891"
"tay","碓","7893"
"wan","碗","7897"
"sel","碟","789F"
"kal","碣","78A3"
"key","碣","78A3"
"yeng","碤","78A4"
"pyek","碧","78A7"
"woy","碨","78A8"
"sek","碩","78A9"
"thang","碭","78AD"
"hwak","確","78BA"
"hwak","碻","78BB"
"ma","碼","78BC"
"nyen","碾","78BE"
"ca","磁","78C1"
"pang","磅","78C5"
"woy","磈","78C8"
"loy","磊","78CA"
"cha","磋","78CB"
"kyey","磎","78CE"
"lyem","磏","78CF"
"pan","磐","78D0"
"ay","磑","78D1"
"chayk","磔","78D4"
"kay","磕","78D5"
"cen","磚","78DA"
"nyo","磠","78E0"
"cek","磧","78E7"
"ma","磨","78E8"
"choy","磪","78EA"
"kyeng","磬","78EC"
"ki","磯","78EF"
"tung","磴","78F4"
"lin","磷","78F7"
"kwang","磺","78FA"
"pen","磻","78FB"
"pan","磻","78FB"
"cap","磼","78FC"
"kyo","磽","78FD"
"cho","礁","7901"
"loy","礌","790C"
"cho","礎","790E"
"tang","礑","7911"
"uy","礒","7912"
"ay","礙","7919"
"kwang","礦","7926"
"hwang","礦","7926"
"loy","礧","7927"
"lye","礪","792A"
"lyek","礫","792B"
"pan","礬","792C"
"hwak","礭","792D"
"long","礱","7931"
"ki","示","793A"
"si","示","793A"
"sa","社","793E"
"sa","祀","7940"
"ki","祁","7941"
"yo","祅","7945"
"chen","祆","7946"
"ci","祇","7947"
"ki","祇","7947"
"ki","祈","7948"
"ci","祉","7949"
"phayng","祊","794A"
"wu","祐","7950"
"pwul","祓","7953"
"pwu","祔","7954"
"pi","祕","7955"
"co","祖","7956"
"ci","祗","7957"
"co","祚","795A"
"ke","祛","795B"
"ho","祜","795C"
"cwu","祝","795D"
"chwuk","祝","795D"
"sin","神","795E"
"swu","祟","795F"
"sa","祠","7960"
"sang","祥","7965"
"co","祧","7967"
"phyo","票","7968"
"chay","祭","796D"
"cey","祭","796D"
"ki","祺","797A"
"kwan","祼","797C"
"lok","祿","797F"
"kum","禁","7981"
"kyey","禊","798A"
"in","禋","798B"
"hwa","禍","798D"
"ceng","禎","798E"
